,Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
307,Fahrweid,8951,0,Geroldswil,244,ZH,8.415493748599095,47.41041842749119,de
308,Geroldswil,8954,0,Geroldswil,244,ZH,8.410376203627484,47.42243509640037,de
309,Oberengstringen,8102,0,Oberengstringen,245,ZH,8.462359599999985,47.40837400096172,de
310,Oetwil an der Limmat,8955,0,Oetwil an der Limmat,246,ZH,8.39499526978769,47.42815598135042,de
311,Urdorf,8902,0,Schlieren,247,ZH,8.435109162577582,47.39065083625093,de
312,Schlieren,8952,0,Schlieren,247,ZH,8.445788972494483,47.3966049051377,de
313,Uitikon Waldegg,8142,0,Uitikon,248,ZH,8.453979400763368,47.37085162274271,de
314,Uetliberg,8143,2,Uitikon,248,ZH,8.485980666055445,47.35355922636893,de
315,Unterengstringen,8103,0,Unterengstringen,249,ZH,8.449449188670052,47.41332598368551,de
316,Fahrweid,8951,0,Unterengstringen,249,ZH,8.414648243541313,47.40427992912006,de
317,Urdorf,8902,0,Urdorf,250,ZH,8.423755265480839,47.38266536996476,de
318,Weiningen ZH,8104,0,Weiningen (ZH),251,ZH,8.4359841298133,47.420631852634735,de
319,Fahrweid,8951,0,Weiningen (ZH),251,ZH,8.421295369550235,47.41040878162138,de
320,Zürich,8001,0,Zürich,261,ZH,8.541349296997435,47.372048532664216,de
321,Zürich,8002,0,Zürich,261,ZH,8.532489659450409,47.36058410449765,de
322,Zürich,8003,0,Zürich,261,ZH,8.516142107913552,47.37257856942127,de
323,Zürich,8004,0,Zürich,261,ZH,8.523370314160541,47.377999153471485,de
324,Zürich,8005,0,Zürich,261,ZH,8.520684105099669,47.38676633563334,de
325,Zürich,8006,0,Zürich,261,ZH,8.543174739428517,47.38576567318732,de
326,Zürich,8008,0,Zürich,261,ZH,8.561384559723898,47.35364004788183,de
327,Zürich,8032,0,Zürich,261,ZH,8.56443872630102,47.36668879694642,de
328,Zürich,8037,0,Zürich,261,ZH,8.524261806663304,47.39849490685259,de
329,Zürich,8038,0,Zürich,261,ZH,8.536904755366834,47.34157429220142,de
330,Zürich,8041,0,Zürich,261,ZH,8.51566433067803,47.33605960507216,de
331,Zürich,8044,0,Zürich,261,ZH,8.57283034214897,47.38041488093525,de
332,Zürich,8045,0,Zürich,261,ZH,8.50570809616007,47.35161517520839,de
333,Zürich,8046,0,Zürich,261,ZH,8.508278676048434,47.422177381382056,de
334,Zürich,8047,0,Zürich,261,ZH,8.487021836354158,47.37389233190548,de
335,Zürich,8048,0,Zürich,261,ZH,8.483871092066265,47.38674684601843,de
336,Zürich,8049,0,Zürich,261,ZH,8.500466748261303,47.40869838981309,de
337,Zürich,8050,0,Zürich,261,ZH,8.550802019058356,47.41193801124004,de
338,Zürich,8051,0,Zürich,261,ZH,8.57881930913423,47.39965101487254,de
339,Zürich,8052,0,Zürich,261,ZH,8.540643194356203,47.42446414051332,de
340,Zürich,8053,0,Zürich,261,ZH,8.597418711716397,47.36128969682945,de
341,Zürich,8055,0,Zürich,261,ZH,8.49029204173726,47.364188803441294,de
342,Zürich,8057,0,Zürich,261,ZH,8.54739260758107,47.39992584088796,de
343,Zürich,8064,0,Zürich,261,ZH,8.485247272827678,47.39865759689884,de
344,Zollikerberg,8125,0,Zürich,261,ZH,8.602249771220361,47.35110810541212,de
345,Adliswil,8134,0,Zürich,261,ZH,8.529323757912955,47.32710267371676,de
346,Uitikon Waldegg,8142,0,Zürich,261,ZH,8.468942954474748,47.36526765161674,de
347,Uetliberg,8143,2,Zürich,261,ZH,8.492029625656125,47.34965256545146,de
348,Glattbrugg,8152,0,Zürich,261,ZH,8.553773077847698,47.43004986107957,de
349,Schlieren,8952,0,Zürich,261,ZH,8.467768802853,47.40116756153908,de
350,Andelfingen,8450,0,Andelfingen,291,ZH,8.67852026951591,47.59488220222429,de
351,Adlikon b. Andelfingen,8452,0,Andelfingen,291,ZH,8.692311457125522,47.5830351800184,de
352,Humlikon,8457,0,Andelfingen,291,ZH,8.6695746664396,47.5756287355605,de
353,Waltalingen,8468,0,Stammheim,292,ZH,8.778917851502893,47.622485408313096,de
354,Guntalingen,8468,2,Stammheim,292,ZH,8.769194154026968,47.6346739575027,de
355,Unterstammheim,8476,0,Stammheim,292,ZH,8.792329552566267,47.64083603225498,de
356,Oberstammheim,8477,0,Stammheim,292,ZH,8.801146885097534,47.63401560250837,de
357,Wilen b. Neunforn,8525,2,Stammheim,292,ZH,8.79717024047177,47.60257994078682,de
358,Au ZH,8804,0,Wädenswil,293,ZH,8.642975254725025,47.24699034325969,de
359,Wädenswil,8820,0,Wädenswil,293,ZH,8.671744183343975,47.22847229546469,de
360,Schönenberg ZH,8824,0,Wädenswil,293,ZH,8.64504004436453,47.19290499031848,de
361,Hütten,8825,0,Wädenswil,293,ZH,8.669011315897812,47.17565144531808,de
362,Elgg,8353,0,Elgg,294,ZH,8.867576656208632,47.49018186460589,de
363,Hofstetten ZH,8354,0,Elgg,294,ZH,8.853718589115259,47.47310439574053,de
364,Dickbuch,8354,1,Elgg,294,ZH,8.831650385714784,47.496397409180354,de
365,Aadorf,8355,0,Elgg,294,ZH,8.89224905677294,47.49195782198037,de
366,Hagenbuch ZH,8523,0,Elgg,294,ZH,8.890581414401764,47.50138320603512,de
367,Sihlbrugg,6340,4,Horgen,295,ZH,8.572414429208838,47.23363234781671,de
368,Langnau am Albis,8135,0,Horgen,295,ZH,8.55434301077064,47.2555485968436,de
369,Sihlbrugg Station,8135,2,Horgen,295,ZH,8.577206143066027,47.23919453153994,de
370,Sihlwald,8135,3,Horgen,295,ZH,8.557518823751147,47.26828466941764,de
371,Horgen,8810,0,Horgen,295,ZH,8.59738556918559,47.259524117766894,de
372,Horgenberg,8815,0,Horgen,295,ZH,8.583894373012633,47.24786418735395,de
373,Hirzel,8816,0,Horgen,295,ZH,8.606669485579227,47.21702624332535,de
374,Effretikon,8307,0,Illnau-Effretikon,296,ZH,8.689483141141492,47.42815279759913,de
375,Ottikon b. Kemptthal,8307,2,Illnau-Effretikon,296,ZH,8.716877259518736,47.43468151836961,de
376,Illnau,8308,0,Illnau-Effretikon,296,ZH,8.72262445048944,47.40895965698672,de
377,Agasul,8308,2,Illnau-Effretikon,296,ZH,8.743328236006231,47.42518853033553,de
378,Kyburg,8314,0,Illnau-Effretikon,296,ZH,8.744690069810785,47.457782435022935,de
379,Sennhof (Winterthur),8482,0,Illnau-Effretikon,296,ZH,8.7536260937504,47.46619042406281,de
380,Kollbrunn,8483,0,Illnau-Effretikon,296,ZH,8.765706461210199,47.45071595348985,de
381,Saland,8493,0,Bauma,297,ZH,8.853481324148392,47.39111600036059,de
382,Bauma,8494,0,Bauma,297,ZH,8.87724382487757,47.367288658018495,de
383,Sternenberg,8499,0,Bauma,297,ZH,8.911753654818924,47.38730264429756,de
384,Wiesendangen,8542,0,Wiesendangen,298,ZH,8.789515621863183,47.52126013157206,de
385,Bertschikon,8543,0,Wiesendangen,298,ZH,8.814508152556138,47.52680557957406,de
386,Gundetswil,8543,1,Wiesendangen,298,ZH,8.822336975196517,47.539847166749176,de
387,Kefikon ZH,8543,2,Wiesendangen,298,ZH,8.831016666064691,47.54889031689169,de
388,Attikon,8544,0,Wiesendangen,298,ZH,8.797961991544103,47.53587349327331,de
389,Menzengrüt,8546,3,Wiesendangen,298,ZH,8.821850967194077,47.54964958001008,de
390,Lyss,3250,0,Aarberg,301,BE,7.307383368375055,47.05451313364198,de
391,Seedorf BE,3267,0,Aarberg,301,BE,7.295953280846549,47.039124741863525,de
392,Aarberg,3270,0,Aarberg,301,BE,7.275297463028967,47.04354553494627,de
393,Kappelen,3273,0,Aarberg,301,BE,7.273559831145728,47.05667416293954,de
394,Bargen BE,3282,0,Bargen (BE),302,BE,7.25730112036087,47.04015793295672,de
395,Kallnach,3283,0,Bargen (BE),302,BE,7.230023477112661,47.03418954175739,de
396,Grossaffoltern,3257,0,Grossaffoltern,303,BE,7.358832025046721,47.0657350920021,de
397,Ammerzwil BE,3257,1,Grossaffoltern,303,BE,7.341477184799406,47.07155701024176,de
398,Suberg,3262,0,Grossaffoltern,303,BE,7.338861544346749,47.05929156327319,de
399,Golaten,3207,2,Kallnach,304,BE,7.2422611783248785,46.98570875027718,de
400,Treiten,3226,0,Kallnach,304,BE,7.177127995329983,47.00053489338806,de
401,Kallnach,3283,0,Kallnach,304,BE,7.2299767447349454,47.01780774247225,de
402,Niederried b. Kallnach,3283,2,Kallnach,304,BE,7.252380092896418,47.01054182658397,de
403,Lyss,3250,0,Kappelen,305,BE,7.292484131894199,47.07483736747192,de
404,Worben,3252,0,Kappelen,305,BE,7.299054714614185,47.09366730429558,de
405,Kappelen,3273,0,Kappelen,305,BE,7.267581044457035,47.06019559031215,de
406,Studen BE,2557,0,Lyss,306,BE,7.315620108465488,47.10958800576333,de
407,Lyss,3250,0,Lyss,306,BE,7.307507139316171,47.07058059074075,de
408,Busswil BE,3292,0,Lyss,306,BE,7.31822069156076,47.09833158043408,de
409,Ortschwaben,3042,0,Meikirch,307,BE,7.401894445223139,46.99058769336097,de
410,Meikirch,3045,0,Meikirch,307,BE,7.362644782001176,47.009346841890384,de
411,Wahlendorf,3046,0,Meikirch,307,BE,7.3378391826949665,47.007717611906415,de
412,Detligen,3036,0,Radelfingen,309,BE,7.272789570869697,47.00173950600875,de
413,Radelfingen b. Aarberg,3271,0,Radelfingen,309,BE,7.269056279045946,47.02186213952464,de
414,Lätti,3053,5,Rapperswil (BE),310,BE,7.430243079398754,47.03947946660968,de
415,Wengi b. Büren,3251,0,Rapperswil (BE),310,BE,7.412182565662357,47.07957946375893,de
416,Ruppoldsried,3251,2,Rapperswil (BE),310,BE,7.425466484456931,47.08809346110944,de
417,Messen,3254,0,Rapperswil (BE),310,BE,7.435392848364799,47.0956998724521,de
418,Rapperswil BE,3255,0,Rapperswil (BE),310,BE,7.409942374348781,47.06313800328001,de
419,Dieterswil,3256,0,Rapperswil (BE),310,BE,7.425028574567534,47.05520949081962,de
420,Bangerten b. Dieterswil,3256,2,Rapperswil (BE),310,BE,7.44921334845007,47.05577522857797,de
421,Seewil,3256,3,Rapperswil (BE),310,BE,7.408883709443168,47.04806190169362,de
422,Münchenbuchsee,3053,0,Schüpfen,311,BE,7.426022674560691,47.03309899599404,de
423,Schüpfen,3054,0,Schüpfen,311,BE,7.376796529308662,47.03821298065186,de
424,Frieswil,3035,0,Seedorf (BE),312,BE,7.285473818301022,46.994931747361306,de
425,Wiler b. Seedorf,3266,0,Seedorf (BE),312,BE,7.319965580521094,47.04853793318066,de
426,Seedorf BE,3267,0,Seedorf (BE),312,BE,7.311099073409035,47.03422006712562,de
427,Lobsigen,3268,0,Seedorf (BE),312,BE,7.293586219686586,47.026803348324826,de
428,Aarberg,3270,0,Seedorf (BE),312,BE,7.276343007010492,47.03112650685394,de
429,Aarwangen,4912,0,Aarwangen,321,BE,7.769617203492055,47.24087409287648,de
430,Bützberg,4922,0,Aarwangen,321,BE,7.739319093781297,47.2222742037752,de
431,Rohrbach,4938,0,Auswil,322,BE,7.811378368535704,47.14196480419008,de
432,Auswil,4944,0,Auswil,322,BE,7.832675668304817,47.13466285163432,de
433,Aarwangen,4912,0,Bannwil,323,BE,7.756463125861005,47.24676145322648,de
434,Bannwil,4913,0,Bannwil,323,BE,7.729947096268574,47.237408741861984,de
435,Bleienbach,3368,0,Bleienbach,324,BE,7.757697858087769,47.18456560409521,de
436,Busswil b. Melchnau,4917,2,Busswil bei Melchnau,325,BE,7.833074683501284,47.18604076734787,de
437,Gondiswil,4955,0,Gondiswil,326,BE,7.871932474136463,47.14623977474729,de
438,Langenthal,4900,0,Langenthal,329,BE,7.792487934277558,47.21159141344169,de
439,Untersteckholz,4916,0,Langenthal,329,BE,7.84672942342528,47.204966770071735,de
440,Obersteckholz,4924,0,Langenthal,329,BE,7.818350048252205,47.19951338522244,de
441,Bleienbach,3368,0,Lotzwil,331,BE,7.763686576027336,47.18993523048355,de
442,Lotzwil,4932,0,Lotzwil,331,BE,7.788321827479621,47.18973590235411,de
443,Reisiswil,4919,0,Madiswil,332,BE,7.832666063940683,47.15955550716049,de
444,Gutenburg,4932,2,Madiswil,332,BE,7.795515802757709,47.18157958772209,de
445,Madiswil,4934,0,Madiswil,332,BE,7.799396161691377,47.167371395654165,de
446,Leimiswil,4935,0,Madiswil,332,BE,7.761064527199425,47.14892345591717,de
447,Kleindietwil,4936,0,Madiswil,332,BE,7.791107572605074,47.14624337415411,de
448,Melchnau,4917,0,Melchnau,333,BE,7.8553230108107055,47.17937907287753,de
449,Grossdietwil,6146,0,Melchnau,333,BE,7.876154286807514,47.16632812994853,de
450,Altbüron,6147,0,Melchnau,333,BE,7.877103033013798,47.17918653537105,de
451,Oeschenbach,4943,0,Oeschenbach,335,BE,7.747163114344675,47.101710974118376,de
452,Reisiswil,4919,0,Reisiswil,336,BE,7.844580300317651,47.1638840126317,de
453,Roggwil BE,4914,0,Roggwil (BE),337,BE,7.821681268643192,47.239910457501495,de
454,Rohrbach,4938,0,Rohrbach,338,BE,7.812227681281746,47.13288649907291,de
455,Rohrbachgraben,4938,2,Rohrbachgraben,339,BE,7.800495668996686,47.12084443080664,de
456,Rütschelen,4933,0,Rütschelen,340,BE,7.771088532427965,47.17322300990655,de
457,Schwarzhäusern,4911,0,Schwarzhäusern,341,BE,7.766337358156636,47.25382881063351,de
458,Bützberg,4922,0,Thunstetten,342,BE,7.746565680800902,47.21581147419685,de
459,Thunstetten,4922,2,Thunstetten,342,BE,7.753937898794297,47.20384200688763,de
460,Kleindietwil,4936,0,Ursenbach,344,BE,7.780713411282897,47.148000992460375,de
461,Ursenbach,4937,0,Ursenbach,344,BE,7.772910070652556,47.13568467196431,de
462,Walterswil BE,4942,0,Ursenbach,344,BE,7.766130677116875,47.11417422774772,de
463,Oeschenbach,4943,0,Ursenbach,344,BE,7.754928287788458,47.11865559282504,de
464,Wynau,4923,0,Wynau,345,BE,7.813477965108926,47.25776893020263,de
465,Bern,3004,0,Bern,351,BE,7.4520107074682755,46.9804871926737,de
466,Bern,3005,0,Bern,351,BE,7.449931552415316,46.93938995355346,de
467,Bern,3006,0,Bern,351,BE,7.471278342654534,46.94581211618737,de
468,Bern,3007,0,Bern,351,BE,7.4345288888963585,46.93919327733187,de
469,Bern,3008,0,Bern,351,BE,7.413896593247755,46.945100555345846,de
470,Bern,3010,0,Bern,351,BE,7.4241472589155055,46.94694974536424,de
471,Bern,3011,0,Bern,351,BE,7.447957834220311,46.94723895051563,de
472,Bern,3012,0,Bern,351,BE,7.426024833698223,46.96158403101272,de
473,Bern,3013,0,Bern,351,BE,7.446200709077208,46.95620888748941,de
474,Bern,3014,0,Bern,351,BE,7.458409753622983,46.962199665011134,de
475,Bern,3015,0,Bern,351,BE,7.484808363287374,46.94020835960618,de
476,Bern,3018,0,Bern,351,BE,7.389112617746961,46.93388884623948,de
477,Bern,3019,0,Bern,351,BE,7.347951863938015,46.93098262568504,de
478,Bern,3020,0,Bern,351,BE,7.320873485656937,46.93707995835607,de
479,Bern,3027,0,Bern,351,BE,7.387017347379293,46.9555525004704,de
480,Hinterkappelen,3032,0,Bern,351,BE,7.390080721455932,46.96324153219061,de
481,Herrenschwanden,3037,0,Bern,351,BE,7.4300487245633,46.97197720581497,de
482,Worblaufen,3048,0,Bern,351,BE,7.468480465943376,46.97245660092444,de
483,Ittigen,3063,0,Bern,351,BE,7.472104485273748,46.96835029960199,de
484,Ostermundigen,3072,0,Bern,351,BE,7.47947880750087,46.9677635785629,de
485,Gümligen,3073,0,Bern,351,BE,7.49287800175084,46.93865134627293,de
486,Wabern,3084,0,Bern,351,BE,7.44750522218671,46.93154438921631,de
487,Liebefeld,3097,0,Bern,351,BE,7.424243642969393,46.93437726466453,de
488,Niederwangen b. Bern,3172,0,Bern,351,BE,7.381030608350197,46.930749373180106,de
489,Bolligen,3065,0,Bolligen,352,BE,7.496274643643378,46.97503186167681,de
490,Stettlen,3066,0,Bolligen,352,BE,7.534797118766119,46.97136847500137,de
491,Krauchthal,3326,0,Bolligen,352,BE,7.535797498159322,46.99659504656812,de
492,Bremgarten b. Bern,3047,0,Bremgarten bei Bern,353,BE,7.437267150415529,46.97560640745635,de
493,Herrenschwanden,3037,0,Kirchlindach,354,BE,7.4182986486416995,46.97822795495022,de
494,Kirchlindach,3038,0,Kirchlindach,354,BE,7.41429839450897,46.99965591378548,de
495,Ortschwaben,3042,0,Kirchlindach,354,BE,7.408683048296076,46.98840285998016,de
496,Bern,3007,0,Köniz,355,BE,7.436297874878721,46.93369297464334,de
497,Wabern,3084,0,Köniz,355,BE,7.449534817204611,46.928587500902175,de
498,Spiegel b. Bern,3095,0,Köniz,355,BE,7.43293430753073,46.92556695161132,de
499,Liebefeld,3097,0,Köniz,355,BE,7.415781571292609,46.929726140639936,de
500,Köniz,3098,0,Köniz,355,BE,7.413420499386784,46.92111072253153,de
501,Köniz,3098,0,Köniz,355,BE,7.435272380867865,46.93035927807075,de
502,Schliern b. Köniz,3098,1,Köniz,355,BE,7.416125722973052,46.90924238661325,de
503,Gasel,3144,0,Köniz,355,BE,7.400727583857717,46.90087165575823,de
504,Niederscherli,3145,0,Köniz,355,BE,7.385512193538206,46.88567018784211,de
505,Mittelhäusern,3147,0,Köniz,355,BE,7.368002076549886,46.87647198995243,de
506,Niederwangen b. Bern,3172,0,Köniz,355,BE,7.376883685135721,46.92586864250323,de
507,Oberwangen b. Bern,3173,0,Köniz,355,BE,7.361157807001169,46.91585618738992,de
508,Thörishaus,3174,0,Köniz,355,BE,7.351795846252995,46.89404983039866,de
509,Gümligen,3073,0,Muri bei Bern,356,BE,7.509268304033052,46.93505098371397,de
510,Muri b. Bern,3074,0,Muri bei Bern,356,BE,7.488481690919198,46.928369095380425,de
511,Worb,3076,0,Muri bei Bern,356,BE,7.517527458679476,46.942246575253655,de
512,Zimmerwald,3086,0,Oberbalm,357,BE,7.438863839334745,46.877954168745184,de
513,Oberbalm,3096,0,Oberbalm,357,BE,7.404624948512457,46.87296727268848,de
514,Niederscherli,3145,0,Oberbalm,357,BE,7.387814853143187,46.88150684407973,de
515,Mittelhäusern,3147,0,Oberbalm,357,BE,7.386275613478731,46.85671990978862,de
516,Stettlen,3066,0,Stettlen,358,BE,7.522595985777529,46.95913847895951,de
517,Boll,3067,0,Stettlen,358,BE,7.536934052778588,46.96301558565482,de
518,Worb,3076,0,Stettlen,358,BE,7.522459238492036,46.94335774089832,de
519,Stettlen,3066,0,Vechigen,359,BE,7.549261735691321,46.97464420889996,de
520,Boll,3067,0,Vechigen,359,BE,7.547609493046736,46.95352738499335,de
521,Utzigen,3068,0,Vechigen,359,BE,7.564664507426845,46.96081807179524,de
522,Worb,3076,0,Vechigen,359,BE,7.533245689464507,46.94238915273542,de
523,Bigenthal,3513,0,Vechigen,359,BE,7.612365191669734,46.96982777190534,de
524,Hinterkappelen,3032,0,Wohlen bei Bern,360,BE,7.377457533372591,46.96789057054272,de
525,Wohlen b. Bern,3033,0,Wohlen bei Bern,360,BE,7.355671235350941,46.97061613493138,de
526,Murzelen,3034,0,Wohlen bei Bern,360,BE,7.31483523575102,46.98179044732681,de
527,Frieswil,3035,0,Wohlen bei Bern,360,BE,7.296644476190814,46.99227974726821,de
528,Detligen,3036,0,Wohlen bei Bern,360,BE,7.284844767981696,46.97616210878394,de
529,Herrenschwanden,3037,0,Wohlen bei Bern,360,BE,7.408636588995277,46.97025026644755,de
530,Ortschwaben,3042,0,Wohlen bei Bern,360,BE,7.388784659217899,46.9958697121228,de
531,Uettligen,3043,0,Wohlen bei Bern,360,BE,7.385688617668674,46.987283239898765,de
532,Innerberg,3044,2,Wohlen bei Bern,360,BE,7.309498303073987,46.99531843802628,de
533,Meikirch,3045,0,Wohlen bei Bern,360,BE,7.3807753520204,47.00057693753254,de
534,Säriswil,3049,0,Wohlen bei Bern,360,BE,7.3341691689328385,46.991791206360496,de
535,Zollikofen,3052,0,Zollikofen,361,BE,7.461419686849904,46.99290346352701,de
536,Worblaufen,3048,0,Ittigen,362,BE,7.457665419230947,46.97879768105429,de
537,Ittigen,3063,0,Ittigen,362,BE,7.479871609207618,46.97526372862298,de
538,Ittigen,3063,0,Ostermundigen,363,BE,7.485529075370545,46.96958987172736,de
539,Bolligen,3065,0,Ostermundigen,363,BE,7.49288556606719,46.96657919307528,de
540,Stettlen,3066,0,Ostermundigen,363,BE,7.51096421082949,46.96043060047113,de
541,Ostermundigen,3072,0,Ostermundigen,363,BE,7.487030424911038,46.956628803711126,de
542,Gümligen,3073,0,Ostermundigen,363,BE,7.509793740788513,46.951731803852674,de
543,Biel/Bienne,2502,0,Biel/Bienne,371,BE,7.24572514928842,47.1419838725423,de
544,Biel/Bienne,2503,0,Biel/Bienne,371,BE,7.25855392423261,47.13168580313932,de
545,Biel/Bienne,2504,0,Biel/Bienne,371,BE,7.282648870265133,47.156327786327054,de
546,Biel/Bienne,2505,0,Biel/Bienne,371,BE,7.217987605048909,47.133699492272086,de
547,Magglingen/Macolin,2532,0,Biel/Bienne,371,BE,7.213153174921253,47.13794400649169,fr
548,Magglingen/Macolin,2532,0,Evilard,372,BE,7.216705383781767,47.14205784741345,fr
549,Evilard,2533,0,Evilard,372,BE,7.239625015125592,47.14981495604012,fr
550,Arch,3296,0,Arch,381,BE,7.433383723612437,47.16320151835406,de
551,Studen BE,2557,0,Büetigen,382,BE,7.319822967204783,47.111765792152575,de
552,Büetigen,3263,0,Büetigen,382,BE,7.34275941802786,47.106166867372245,de
553,Büren an der Aare,3294,0,Büren an der Aare,383,BE,7.37406099207307,47.13989347551852,de
554,Diessbach b. Büren,3264,0,Diessbach bei Büren,385,BE,7.362001222662157,47.10830343913128,de
555,Dotzigen,3293,0,Dotzigen,386,BE,7.343422904249429,47.12093972626486,de
556,Büren an der Aare,3294,0,Dotzigen,386,BE,7.354792547584343,47.14005286185164,de
557,Lengnau BE,2543,0,Lengnau (BE),387,BE,7.369178285729735,47.18237568499743,de
558,Leuzigen,3297,0,Leuzigen,388,BE,7.452702457428228,47.17453657051951,de
559,Meienried,3294,2,Meienried,389,BE,7.341371503823344,47.13868003254057,de
560,Meinisberg,2554,0,Meinisberg,390,BE,7.347898718278251,47.15950908175526,de
561,Oberwil b. Büren,3298,0,Oberwil bei Büren,391,BE,7.404547650932702,47.12839918937849,de
562,Pieterlen,2542,0,Pieterlen,392,BE,7.3403998016796494,47.17145865154136,de
563,Rüti b. Büren,3295,0,Rüti bei Büren,393,BE,7.4038274846294145,47.15193259740487,de
564,Wengi b. Büren,3251,0,Wengi,394,BE,7.400101911654371,47.08225371994076,de
565,Grossaffoltern,3257,0,Wengi,394,BE,7.384291709871427,47.08058036267722,de
566,Aefligen,3426,0,Aefligen,401,BE,7.551745253616114,47.09571293161141,de
567,Alchenstorf,3473,0,Alchenstorf,402,BE,7.639713242891192,47.12496088052823,de
568,Bäriswil BE,3323,0,Bäriswil,403,BE,7.527892521869978,47.01889249304195,de
569,Burgdorf,3400,0,Burgdorf,404,BE,7.624661648027415,47.05652532310535,de
570,Kaltacker,3413,0,Burgdorf,404,BE,7.647601776042896,47.068705597652574,de
571,Oberburg,3414,0,Burgdorf,404,BE,7.631295666887966,47.039007870304445,de
572,Wynigen,3472,0,Burgdorf,404,BE,7.64452094052108,47.081943278252,de
573,Kirchberg BE,3422,0,Ersigen,405,BE,7.588967607164077,47.09262723180749,de
574,Ersigen,3423,0,Ersigen,405,BE,7.596145047572491,47.094925256934296,de
575,Niederösch,3424,0,Ersigen,405,BE,7.615213172765394,47.11710738952489,de
576,Oberösch,3424,2,Ersigen,405,BE,7.609525343959167,47.10829952056307,de
577,Koppigen,3425,0,Ersigen,405,BE,7.609163039541604,47.12411283137666,de
